Rank,Player Name,Position,College
713,Armoni Goodwin,RB,UT Martin
714,Keanu Koht,EDGE,Vanderbilt
715,Prince Kollie,LB,Vanderbilt
716,Jayden Ballard,WR,Wisconsin
717,J.P. Benzschawel,IOL,Wisconsin
718,Christian Leary,WR,Western Michigan
719,Marcus Burris,DL,Memphis
720,Keli Lawson,LB,UCF
721,Shadrach Banks,LB,UTSA
722,Prophet Brown,CB,USC
723,Savion Byrd,IOL,SMU
724,L.J. Johnson Jr.,RB,California
725,Terrence Ferguson II,IOL,Syracuse
726,Gabriel Rubio,DL,Notre Dame
727,Dylan Brooks,EDGE,Kansas
728,Carlos Del Rio-Wilson,QB,Marshall
729,Jaylin Davies,CB,Oklahoma State
730,James Brockermeyer,IOL,Miami (FL)
731,JoJo Earle,WR,UNLV
732,Jeremiah Williams,EDGE,Texas A&M
733,Preston Stone,QB,Northwestern
734,Reuben Fatheree II,OT,Texas A&M
735,Dacari Collins,WR,Louisville
736,Trevion Cooley,RB,Troy
737,Raheem Anderson,IOL,Western Michigan
738,Avante Dickerson,CB,Arkansas State
739,Elliot Donald,DL,Pittsburgh
740,Cody Jackson,WR,Tarleton State
741,Kyron Ware-Hudson,WR,Penn State
742,Malik McClain,WR,Arizona State
743,Derrick Davis Jr.,RB,Pittsburgh
744,Zaire Patterson,EDGE,Clemson
745,Kadarius Calloway,RB,New Mexico State
746,Lorenzo Styles Jr.,CB,Ohio State
747,Clayton Smith,EDGE,Arizona State
748,Cade Denhoff,EDGE,Clemson
749,Tywone Malone,DL,Ohio State
750,Nyland Green,CB,Arizona State
751,Deion Colzie,WR,Miami (OH)
752,Byron Cardwell,RB,San Diego State
753,Teddy Prochazka,OT,Nebraska
754,Ty Thompson,TE,Tulane
755,Ryan Mosesso,OT,UMass
756,DeAndre Boykins,CB,Oklahoma State
757,Kolbey Taylor,CB,Vanderbilt
758,Chamon Metayer,TE,Arizona State
759,Daylan Carnell,S,Missouri
760,Sean Brown,LB,NC State
761,Jerand Bradley,WR,Kansas State
762,Tiaoalii Savea,DL,Arizona
763,Jordan Favors,S,Appalachian State
764,Andrel Anthony,WR,Duke
765,Barika Kpeenu,RB,North Dakota State
766,Roy Williams,EDGE,Northern Illinois
767,Jayden Thomas,WR,Virginia
768,Rara Thomas,WR,Troy
769,Khordae Sydnor,EDGE,Vanderbilt
770,Mason Murphy,OT,Auburn
771,Cyrus Allen,WR,Cincinnati
772,Jared Brown,WR,South Carolina
773,Jaden Keller,LB,Virginia Tech
774,Alton McCaskill IV,RB,Sam Houston State
775,Logan Diggs,RB,Mississippi
776,Jason Henderson,LB,Old Dominion
777,Jaden Bray,WR,West Virginia
778,Dominick Giudice,IOL,Missouri
779,Darian Chestnut,CB,Syracuse
780,Joseph Manjack IV,WR,TCU
781,Dylan Rosiek,LB,Illinois
782,Cade Zimmerly,IOL,Bowling Green
783,Ashton Grable,IOL,Florida A&M
784,Preston Hodge,CB,Colorado
785,Max Tomzcak,WR,Youngstown State
786,Bert Auburn,K,Miami (FL)
787,Ross James,P,Oregon
788,Ryder Langsdale,OT,Rutgers
789,Kamryn Waites,IOL,Florida
790,Bruno Onwuazor,OT,Virginia State
791,Tony Grimes,CB,Purdue
792,Justin Flowe,LB,UNLV
793,Drew Pyne,QB,Bowling Green
794,Andrew Gentry,OT,BYU
795,Tosh Baker,OT,Notre Dame
796,Walker Parks,IOL,Clemson
797,Chad Lindberg,IOL,North Carolina
798,Bangally Kamara,LB,Kansas
799,Zykeivous Walker,DL,Auburn
800,Malcolm Greene,S,UMass
801,Tyler Van Dyke,QB,SMU
802,Key Lawrence,CB,UCLA
803,Aki Ogunbiyi,IOL,Colorado
804,Fred Davis II,CB,Northwestern
805,Jeff Sims,QB,Arizona State
806,Reggie Grimes,EDGE,Memphis
807,E.J. Smith,RB,Texas A&M
808,Demon Clowney,EDGE,South Carolina
809,Roydell Williams,RB,Florida State
810,Xavion Alford,S,Arizona State
811,E.J. Williams,WR,Indiana
812,Turner Corcoran,IOL,Nebraska
813,Stephen Dix Jr.,LB,Arkansas
814,Leon Lowery Jr.,LB,Illinois
815,Jahmeer Carter,DL,Virginia
816,Gilber Edmond,EDGE,South Carolina
817,Monroe Mills,OT,Virginia
818,Jimari Butler,EDGE,LSU
819,Payton Zdroik,DL,Air Force
820,Karon Prunty,CB,Wake Forest
821,Nick Dawkins,IOL,Penn State
822,Dominic Richardson,RB,Tulsa
823,Xavier Hill,IOL,Colorado
824,Will Shaffer,LB,Abilene Christian
825,Nate Rutchena,TE,UC Davis
826,Jordan White,IOL,Vanderbilt
827,Ja'Mori Maclin,WR,Kentucky
828,Jalen Berger,RB,UCLA
829,Courtland Ford,OT,UCLA
830,Stefon Thompson,LB,Florida State
831,Cam Porter,RB,Northwestern
832,Devin Neal,S,Virginia
833,D.J. Graham,CB,Kansas
834,Hunter Zambrano,IOL,Texas Tech
835,Alex Wollschlaeger,OT,Kentucky
836,Tyree Skipper,S,Louisiana-Lafayette
837,Tavian Coleman,DL,Colorado
838,Matthew Sluka,QB,James Madison
839,Tay Yanta II,IOL,North Texas
840,Ja'Varrius Johnson,WR,UCF
841,Cade McNamara,QB,East Tennessee State
842,Donavon Greene,WR,Virginia Tech
843,Ben Coleman,IOL,Arizona State
844,Dequan Finn,QB,Miami (OH)
845,Antonio Clary,S,Virginia
846,Mohamed Toure,LB,Miami (FL)
847,Matthew Bedford,OT,Oregon
848,Zach Calzada,QB,Kentucky
849,Isheem Young,S,Memphis
850,Levani Damuni,LB,Utah
